s;domain;diagram;attr.polarity;letter.type;study.type;b;t;rt;y;type;aggr.type;betw.factors;task
133;weather;A;mmp;C;XorY=0,Z=1(X?);1;10;3,41;50;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;H;XorY=0,Z=0(X?);1;11;2,2;50;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;D;XorY=1,Z=?(X?);1;12;6,2;100;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;F;XorY=1,Z=0(Y?);1;13;4,51;100;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;K;p(C|2E)/v11;1;14;4,94;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;H;XorY=0,Z=0(Y?);1;15;2,42;50;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;I;p(C|0E)/v00;1;16;4,99;50;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;D;XorY=1,Z=?(Y?);1;17;4,73;100;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;A;XorY=1,Z=1(X?);1;18;4,56;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;G;XorY=?,Z=0(Y?);1;19;3,07;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
133;weather;A;mmp;E;XorY=0,Z=?(X?);1;20;2,31;50;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;G;XorY=?,Z=0(X?);1;1;6,32;50;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;B;XorY=?,Z=1(Y?);1;2;107,54;80;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;C;XorY=0,Z=1(Y?);1;3;26,26;50;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;E;XorY=0,Z=?(Y?);1;4;7,41;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;J;p(C|1E)[Y]/v01;1;5;12,74;75;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;C;XorY=0,Z=1(X?);1;6;10,22;50;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;D;XorY=1,Z=?(X?);1;7;0,22;50;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;A;XorY=1,Z=1(Y?);1;8;17,36;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;F;XorY=1,Z=0(X?);1;9;11,37;15;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;I;p(C|0E)/v00;1;10;6,75;35;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;H;XorY=0,Z=0(X?);1;11;8,4;50;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;B;XorY=?,Z=1(X?);1;12;14,01;85;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;A;XorY=1,Z=1(X?);1;13;7,85;85;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;K;p(C|2E)/v11;1;14;7,86;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;F;XorY=1,Z=0(Y?);1;15;9,72;45;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;J;p(C|1E)[X]/v10;1;16;15,81;55;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;D;XorY=1,Z=?(Y?);1;17;9,67;25;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;H;XorY=0,Z=0(Y?);1;18;14,72;20;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;E;XorY=0,Z=?(X?);1;19;12,96;45;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
137;society;A;pmm;G;XorY=?,Z=0(Y?);1;20;8,46;30;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;A;XorY=1,Z=1(X?);1;1;31,31;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;J;p(C|1E)[Y]/v01;1;2;28,95;75;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;F;XorY=1,Z=0(Y?);1;3;12,03;50;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;A;XorY=1,Z=1(Y?);1;4;7,41;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;E;XorY=0,Z=?(Y?);1;5;10,77;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;D;XorY=1,Z=?(X?);1;6;13,18;75;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;E;XorY=0,Z=?(X?);1;7;43,39;25;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;D;XorY=1,Z=?(Y?);1;8;9,83;75;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;C;XorY=0,Z=1(Y?);1;9;11,86;50;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;B;XorY=?,Z=1(Y?);1;10;8,57;75;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;G;XorY=?,Z=0(Y?);1;11;9,67;25;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;I;p(C|0E)/v00;1;12;9,72;25;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;H;XorY=0,Z=0(Y?);1;13;6,59;25;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;H;XorY=0,Z=0(X?);1;14;7,64;25;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;J;p(C|1E)[X]/v10;1;15;8,51;75;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;B;XorY=?,Z=1(X?);1;16;11,04;75;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;G;XorY=?,Z=0(X?);1;17;5,16;25;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;K;p(C|2E)/v11;1;18;4,73;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;C;XorY=0,Z=1(X?);1;19;4,72;50;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
138;economy;A;mpm;F;XorY=1,Z=0(X?);1;20;7,64;25;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;G;XorY=?,Z=0(X?);1;1;31,75;40;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;B;XorY=?,Z=1(X?);1;2;10,93;85;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;C;XorY=0,Z=1(Y?);1;3;10,54;75;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;C;XorY=0,Z=1(X?);1;4;6,54;85;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;E;XorY=0,Z=?(Y?);1;5;12,47;40;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;D;XorY=1,Z=?(X?);1;6;6,7;70;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;H;XorY=0,Z=0(X?);1;7;2,36;40;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;G;XorY=?,Z=0(Y?);1;8;4,56;45;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;B;XorY=?,Z=1(Y?);1;9;2,52;75;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;J;p(C|1E)[Y]/v01;1;10;5,22;60;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;J;p(C|1E)[X]/v10;1;11;2,47;60;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;A;XorY=1,Z=1(X?);1;12;4,95;85;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;F;XorY=1,Z=0(Y?);1;13;3,52;75;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;K;p(C|2E)/v11;1;14;7,08;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;E;XorY=0,Z=?(X?);1;15;3,24;65;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;D;XorY=1,Z=?(Y?);1;16;1,98;70;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;H;XorY=0,Z=0(Y?);1;17;2,2;70;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;I;p(C|0E)/v00;1;18;7,36;25;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;F;XorY=1,Z=0(X?);1;19;3,95;35;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
140;society;B;mmp;A;XorY=1,Z=1(Y?);1;20;1,82;55;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;C;XorY=0,Z=1(X?);1;1;7,96;65;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;F;XorY=1,Z=0(X?);1;2;6,65;50;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;D;XorY=1,Z=?(Y?);1;3;7,47;60;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;H;XorY=0,Z=0(Y?);1;4;5,55;50;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;A;XorY=1,Z=1(Y?);1;5;4,12;80;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;B;XorY=?,Z=1(X?);1;6;6,2;70;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;B;XorY=?,Z=1(Y?);1;7;4,67;75;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;G;XorY=?,Z=0(Y?);1;8;2,97;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;C;XorY=0,Z=1(Y?);1;9;3,9;80;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;I;p(C|0E)/v00;1;10;6,26;35;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;G;XorY=?,Z=0(X?);1;11;4,23;50;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;D;XorY=1,Z=?(X?);1;12;4,78;60;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;K;p(C|2E)/v11;1;13;5,6;75;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;J;p(C|1E)[X]/v10;1;14;2,74;50;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;A;XorY=1,Z=1(X?);1;15;0,55;50;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;J;p(C|1E)[Y]/v01;1;16;0,39;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;H;XorY=0,Z=0(X?);1;17;0,27;50;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;E;XorY=0,Z=?(X?);1;18;1,32;60;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;E;XorY=0,Z=?(Y?);1;19;3,13;40;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
142;economy;B;ppp;F;XorY=1,Z=0(Y?);1;20;0,72;60;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
